date time,depth,DOXY [ml/L],DOXY_1_QC
2024-01-01T00:00:49Z,2,5.418,2
2024-01-01T01:00:49Z,2,5.4,2
2024-01-01T02:00:49Z,2,5.397,2
2024-01-01T03:00:49Z,2,5.398,2
2024-01-01T04:00:49Z,2,5.401,2
2024-01-01T05:00:49Z,2,5.398,2
2024-01-01T06:00:49Z,2,5.396,2
2024-01-01T07:00:49Z,2,5.409,2
2024-01-01T08:00:49Z,2,5.425,2
2024-01-01T09:00:49Z,2,5.449,2
2024-01-01T10:00:49Z,2,5.466,2
2024-01-01T11:00:49Z,2,5.453,2
2024-01-01T12:00:49Z,2,5.462,2
2024-01-01T13:00:49Z,2,5.471,2
2024-01-01T14:00:49Z,2,5.481,2
2024-01-01T15:00:49Z,2,5.491,2
2024-01-01T16:00:49Z,2,5.493,2
2024-01-01T17:00:49Z,2,5.483,2
2024-01-01T18:00:49Z,2,5.458,2
2024-01-01T19:00:49Z,2,5.427,2
2024-01-01T20:00:49Z,2,5.416,2
2024-01-01T21:00:49Z,2,5.366,2
2024-01-01T22:00:49Z,2,5.379,2
2024-01-01T23:00:49Z,2,5.37,2
2024-01-02T00:00:49Z,2,5.35,2
2024-01-02T01:00:49Z,2,5.325,2
2024-01-02T02:00:49Z,2,5.326,2
2024-01-02T03:00:49Z,2,5.316,2
2024-01-02T04:00:49Z,2,5.32,2
2024-01-02T05:00:49Z,2,5.314,2
2024-01-02T06:00:49Z,2,5.321,2
2024-01-02T07:00:49Z,2,5.307,2
2024-01-02T08:00:49Z,2,5.346,2
2024-01-02T09:00:49Z,2,5.355,2
2024-01-02T10:00:49Z,2,5.348,2
2024-01-02T11:00:49Z,2,5.345,2
2024-01-02T12:00:49Z,2,5.361,2
2024-01-02T13:00:49Z,2,5.369,2
2024-01-02T14:00:49Z,2,5.347,2
2024-01-02T15:00:49Z,2,5.358,2
2024-01-02T16:00:49Z,2,5.369,2
2024-01-02T17:00:49Z,2,5.364,2
2024-01-02T18:00:49Z,2,5.393,2
2024-01-02T19:00:49Z,2,5.39,2
2024-01-02T20:00:49Z,2,5.392,2
2024-01-02T21:00:49Z,2,5.422,2
2024-01-02T22:00:49Z,2,5.524,2
2024-01-02T23:00:49Z,2,5.569,2
2024-01-03T00:00:49Z,2,5.539,2
2024-01-03T01:00:49Z,2,5.518,2
2024-01-03T02:00:49Z,2,5.421,2
2024-01-03T03:00:49Z,2,5.316,2
2024-01-03T04:00:49Z,2,5.313,2
2024-01-03T05:00:49Z,2,5.267,2
2024-01-03T06:00:49Z,2,5.255,2
2024-01-03T07:00:49Z,2,5.26,2
2024-01-03T08:00:49Z,2,5.256,2
2024-01-03T09:00:49Z,2,5.267,2
2024-01-03T10:00:49Z,2,5.407,2
2024-01-03T11:00:49Z,2,5.43,2
2024-01-03T12:00:49Z,2,5.426,2
2024-01-03T13:00:49Z,2,5.472,2
2024-01-03T14:00:49Z,2,5.434,2
2024-01-03T15:00:49Z,2,5.363,2
2024-01-03T16:00:49Z,2,5.337,2
2024-01-03T17:00:49Z,2,5.346,2
2024-01-03T18:00:49Z,2,5.342,2
2024-01-03T19:00:49Z,2,5.338,2
2024-01-03T20:00:49Z,2,5.368,2
2024-01-03T21:00:49Z,2,5.379,2
2024-01-03T22:00:49Z,2,5.41,2
2024-01-03T23:00:49Z,2,5.39,2
2024-01-04T00:00:49Z,2,5.363,2
2024-01-04T01:00:49Z,2,5.336,2
2024-01-04T02:00:49Z,2,5.356,2
2024-01-04T03:00:49Z,2,5.324,2
2024-01-04T04:00:49Z,2,5.319,2
2024-01-04T05:00:49Z,2,5.318,2
2024-01-04T06:00:49Z,2,5.319,2
2024-01-04T07:00:49Z,2,5.312,2
2024-01-04T08:00:49Z,2,5.346,2
2024-01-04T09:00:49Z,2,5.355,2
2024-01-04T10:00:49Z,2,5.338,2
2024-01-04T11:00:49Z,2,5.321,2
2024-01-04T12:00:49Z,2,5.313,2
2024-01-04T13:00:49Z,2,5.324,2
2024-01-04T14:00:49Z,2,5.312,2
2024-01-04T15:00:49Z,2,5.303,2
2024-01-04T16:00:49Z,2,5.301,2
2024-01-04T17:00:49Z,2,5.266,2
2024-01-04T18:00:49Z,2,5.3,2
2024-01-04T19:00:49Z,2,5.289,2
2024-01-04T20:00:49Z,2,5.3,2
2024-01-04T21:00:49Z,2,5.292,2
2024-01-04T22:00:49Z,2,5.286,2
2024-01-04T23:00:49Z,2,5.267,2
2024-01-05T00:00:49Z,2,5.23,2
2024-01-05T01:00:49Z,2,5.203,2
2024-01-05T02:00:49Z,2,5.172,2
2024-01-05T03:00:49Z,2,5.108,2
2024-01-05T04:00:49Z,2,5.119,2
2024-01-05T05:00:49Z,2,5.121,2
2024-01-05T06:00:49Z,2,5.127,2
2024-01-05T07:00:49Z,2,5.148,2
2024-01-05T08:00:49Z,2,5.209,2
2024-01-05T09:00:49Z,2,5.269,2
2024-01-05T10:00:49Z,2,5.251,2
2024-01-05T11:00:49Z,2,5.234,2
2024-01-05T12:00:49Z,2,5.337,2
2024-01-05T13:00:49Z,2,5.348,2
2024-01-05T14:00:49Z,2,5.388,2
2024-01-05T15:00:49Z,2,5.395,2
2024-01-05T16:00:49Z,2,5.382,2
2024-01-05T17:00:49Z,2,5.374,2
2024-01-05T18:00:49Z,2,5.401,2
2024-01-05T19:00:49Z,2,5.405,2
2024-01-05T20:00:49Z,2,5.409,2
2024-01-05T21:00:49Z,2,5.432,2
2024-01-05T22:00:49Z,2,5.411,2
2024-01-05T23:00:49Z,2,5.408,2
2024-01-06T00:00:49Z,2,5.42,2
2024-01-06T01:00:49Z,2,5.415,2
2024-01-06T02:00:49Z,2,5.426,2
2024-01-06T03:00:49Z,2,5.432,2
2024-01-06T04:00:49Z,2,5.446,2
2024-01-06T05:00:49Z,2,5.441,2
2024-01-06T06:00:49Z,2,5.437,2
2024-01-06T07:00:49Z,2,5.43,2
2024-01-06T08:00:49Z,2,5.43,2
2024-01-06T09:00:49Z,2,5.434,2
2024-01-06T10:00:49Z,2,5.417,2
2024-01-06T11:00:49Z,2,5.418,2
2024-01-06T12:00:49Z,2,5.434,2
2024-01-06T13:00:49Z,2,5.456,2
2024-01-06T14:00:49Z,2,5.476,2
2024-01-06T15:00:49Z,2,5.489,2
2024-01-06T16:00:49Z,2,5.495,2
2024-01-06T17:00:49Z,2,5.498,2
2024-01-06T18:00:49Z,2,5.461,2
2024-01-06T19:00:49Z,2,5.449,2
2024-01-06T20:00:49Z,2,5.422,2
2024-01-06T21:00:49Z,2,5.349,2
2024-01-06T22:00:49Z,2,5.306,2
2024-01-06T23:00:49Z,2,5.283,2
2024-01-07T00:00:49Z,2,5.199,2
2024-01-07T01:00:49Z,2,5.229,2
2024-01-07T02:00:49Z,2,5.241,2
2024-01-07T03:00:49Z,2,5.207,2
2024-01-07T04:00:49Z,2,5.159,2
2024-01-07T05:00:49Z,2,5.17,2
2024-01-07T06:00:49Z,2,5.236,2
2024-01-07T07:00:49Z,2,5.253,2
2024-01-07T08:00:49Z,2,5.275,2
2024-01-07T09:00:49Z,2,5.305,2
2024-01-07T10:00:49Z,2,5.34,2
2024-01-07T11:00:49Z,2,5.319,2
2024-01-07T12:00:49Z,2,5.355,2
2024-01-07T13:00:49Z,2,5.351,2
2024-01-07T14:00:49Z,2,5.372,2
2024-01-07T15:00:49Z,2,5.37,2
2024-01-07T16:00:49Z,2,5.344,2
2024-01-07T17:00:49Z,2,5.337,2
2024-01-07T18:00:49Z,2,5.339,2
2024-01-07T19:00:49Z,2,5.315,2
2024-01-07T20:00:49Z,2,5.287,2
2024-01-07T21:00:49Z,2,5.272,2
2024-01-07T22:00:49Z,2,5.238,2
2024-01-07T23:00:49Z,2,5.218,2
2024-01-08T00:00:49Z,2,5.208,2
2024-01-08T01:00:49Z,2,5.218,2
2024-01-08T02:00:49Z,2,5.218,2
2024-01-08T03:00:49Z,2,5.224,2
2024-01-08T04:00:49Z,2,5.2,2
2024-01-08T05:00:49Z,2,5.189,2
2024-01-08T06:00:49Z,2,5.205,2
2024-01-08T07:00:49Z,2,5.207,2
2024-01-08T08:00:49Z,2,5.23,2
2024-01-08T09:00:49Z,2,5.275,2
2024-01-08T10:00:49Z,2,5.268,2
2024-01-08T11:00:49Z,2,5.235,2
2024-01-08T12:00:49Z,2,5.166,2
2024-01-08T13:00:49Z,2,5.149,2
2024-01-08T14:00:49Z,2,5.18,2
2024-01-08T15:00:49Z,2,5.182,2
2024-01-08T16:00:49Z,2,5.256,2
2024-01-08T17:00:49Z,2,5.297,2
2024-01-08T18:00:49Z,2,5.317,2
2024-01-08T19:00:49Z,2,5.36,2
2024-01-08T20:00:49Z,2,5.352,2
2024-01-08T21:00:49Z,2,5.344,2
2024-01-08T22:00:49Z,2,5.341,2
2024-01-08T23:00:49Z,2,5.326,2
2024-01-09T00:00:49Z,2,5.358,2
2024-01-09T01:00:49Z,2,5.369,2
2024-01-09T02:00:49Z,2,5.361,2
2024-01-09T03:00:49Z,2,5.361,2
2024-01-09T04:00:49Z,2,5.357,2
2024-01-09T05:00:49Z,2,5.359,2
2024-01-09T06:00:49Z,2,5.361,2
2024-01-09T07:00:49Z,2,5.382,2
2024-01-09T08:00:49Z,2,5.381,2
2024-01-09T09:00:49Z,2,5.399,2
2024-01-09T10:00:49Z,2,5.411,2
2024-01-09T11:00:49Z,2,5.421,2
2024-01-09T12:00:49Z,2,5.413,2
2024-01-09T13:00:49Z,2,5.438,2
2024-01-09T14:00:49Z,2,5.41,2
2024-01-09T15:00:49Z,2,5.41,2
2024-01-09T16:00:49Z,2,5.383,2
2024-01-09T17:00:49Z,2,5.387,2
2024-01-09T18:00:49Z,2,5.384,2
2024-01-09T19:00:49Z,2,5.374,2
2024-01-09T20:00:49Z,2,5.398,2
2024-01-09T21:00:49Z,2,5.424,2
2024-01-09T22:00:49Z,2,5.458,2
2024-01-09T23:00:49Z,2,5.465,2
2024-01-10T00:00:49Z,2,5.502,2
2024-01-10T01:00:49Z,2,5.489,2
2024-01-10T02:00:49Z,2,5.49,2
2024-01-10T03:00:49Z,2,5.486,2
2024-01-10T04:00:49Z,2,5.479,2
2024-01-10T05:00:49Z,2,5.486,2
2024-01-10T06:00:49Z,2,5.491,2
2024-01-10T07:00:49Z,2,5.479,2
2024-01-10T08:00:49Z,2,5.512,2
2024-01-10T09:00:49Z,2,5.527,2
2024-01-10T10:00:49Z,2,5.521,2
2024-01-10T11:00:49Z,2,5.526,2
2024-01-10T12:00:49Z,2,5.545,2
2024-01-10T13:00:49Z,2,5.552,2
2024-01-10T14:00:49Z,2,5.552,2
2024-01-10T15:00:49Z,2,5.561,2
2024-01-10T16:00:49Z,2,5.563,2
2024-01-10T17:00:49Z,2,5.564,2
2024-01-10T18:00:49Z,2,5.568,2
2024-01-10T19:00:49Z,2,5.579,2
2024-01-10T20:00:49Z,2,5.573,2
2024-01-10T21:00:49Z,2,5.576,2
2024-01-10T22:00:49Z,2,5.573,2
2024-01-10T23:00:49Z,2,5.58,2
2024-01-11T00:00:49Z,2,5.582,2
2024-01-11T01:00:49Z,2,5.586,2
2024-01-11T02:00:49Z,2,5.591,2
2024-01-11T03:00:49Z,2,5.592,2
2024-01-11T04:00:49Z,2,5.587,2
2024-01-11T05:00:49Z,2,5.586,2
2024-01-11T06:00:49Z,2,5.585,2
2024-01-11T07:00:49Z,2,5.586,2
2024-01-11T08:00:49Z,2,5.606,2
2024-01-11T09:00:49Z,2,5.594,2
2024-01-11T10:00:49Z,2,5.627,2
2024-01-11T11:00:49Z,2,5.627,2
2024-01-11T12:00:49Z,2,5.623,2
2024-01-11T13:00:49Z,2,5.605,2
2024-01-11T14:00:49Z,2,5.653,2
2024-01-11T15:00:49Z,2,5.653,2
2024-01-11T16:00:49Z,2,5.646,2
2024-01-11T17:00:49Z,2,5.634,2
2024-01-11T18:00:49Z,2,5.606,2
2024-01-11T19:00:49Z,2,5.604,2
2024-01-11T20:00:49Z,2,5.606,2
2024-01-11T21:00:49Z,2,5.627,2
2024-01-11T22:00:49Z,2,5.55,2
2024-01-11T23:00:49Z,2,5.575,2
2024-01-12T00:00:49Z,2,5.56,2
2024-01-12T01:00:49Z,2,5.569,2
2024-01-12T02:00:49Z,2,5.604,2
2024-01-12T03:00:49Z,2,5.576,2
2024-01-12T04:00:49Z,2,5.594,2
2024-01-12T05:00:49Z,2,5.598,2
2024-01-12T06:00:49Z,2,5.592,2
2024-01-12T07:00:49Z,2,5.619,2
2024-01-12T08:00:49Z,2,5.588,2
2024-01-12T09:00:49Z,2,5.595,2
2024-01-12T10:00:49Z,2,5.667,2
2024-01-12T11:00:49Z,2,5.661,2
2024-01-12T12:00:49Z,2,5.689,2
2024-01-12T13:00:49Z,2,5.674,2
2024-01-12T14:00:49Z,2,5.684,2
2024-01-12T15:00:49Z,2,5.693,2
2024-01-12T16:00:49Z,2,5.689,2
2024-01-12T17:00:49Z,2,5.691,2
2024-01-12T18:00:49Z,2,5.684,2
2024-01-12T19:00:49Z,2,5.684,2
2024-01-12T20:00:49Z,2,5.678,2
2024-01-12T21:00:49Z,2,5.673,2
2024-01-12T22:00:49Z,2,5.667,2
2024-01-12T23:00:49Z,2,5.667,2
2024-01-13T00:00:49Z,2,5.676,2
2024-01-13T01:00:49Z,2,5.675,2
2024-01-13T02:00:49Z,2,5.665,2
2024-01-13T03:00:49Z,2,5.635,2
2024-01-13T04:00:49Z,2,5.64,2
2024-01-13T05:00:49Z,2,5.64,2
2024-01-13T06:00:49Z,2,5.637,2
2024-01-13T07:00:49Z,2,5.63,2
2024-01-13T08:00:49Z,2,5.624,2
2024-01-13T09:00:49Z,2,5.599,2
2024-01-13T10:00:49Z,2,5.614,2
2024-01-13T11:00:49Z,2,5.613,2
2024-01-13T12:00:49Z,2,5.596,2
2024-01-13T13:00:49Z,2,5.56,2
2024-01-13T14:00:49Z,2,5.588,2
2024-01-13T15:00:49Z,2,5.627,2
2024-01-13T16:00:49Z,2,5.686,2
2024-01-13T17:00:49Z,2,5.689,2
2024-01-13T18:00:49Z,2,5.629,2
2024-01-13T19:00:49Z,2,5.537,2
2024-01-13T20:00:49Z,2,5.604,2
2024-01-13T21:00:49Z,2,5.646,2
2024-01-13T22:00:49Z,2,5.63,2
2024-01-13T23:00:49Z,2,5.618,2
2024-01-14T00:00:49Z,2,5.594,2
2024-01-14T01:00:49Z,2,5.577,2
2024-01-14T02:00:49Z,2,5.592,2
2024-01-14T03:00:49Z,2,5.595,2
2024-01-14T04:00:49Z,2,5.608,2
2024-01-14T05:00:49Z,2,5.655,2
2024-01-14T06:00:49Z,2,5.649,2
2024-01-14T07:00:49Z,2,5.639,2
2024-01-14T08:00:49Z,2,5.664,2
2024-01-14T09:00:49Z,2,5.647,2
2024-01-14T10:00:49Z,2,5.638,2
2024-01-14T11:00:49Z,2,5.641,2
2024-01-14T12:00:49Z,2,5.623,2
2024-01-14T13:00:49Z,2,5.61,2
2024-01-14T14:00:49Z,2,5.599,2
2024-01-14T15:00:49Z,2,5.625,2
2024-01-14T16:00:49Z,2,5.613,2
2024-01-14T17:00:49Z,2,5.611,2
2024-01-14T18:00:49Z,2,5.621,2
2024-01-14T19:00:49Z,2,5.606,2
2024-01-14T20:00:49Z,2,5.609,2
2024-01-14T21:00:49Z,2,5.606,2
2024-01-14T22:00:49Z,2,5.628,2
2024-01-14T23:00:49Z,2,5.595,2
2024-01-15T00:00:49Z,2,5.552,2
2024-01-15T01:00:49Z,2,5.534,2
2024-01-15T02:00:49Z,2,5.497,2
2024-01-15T03:00:49Z,2,5.473,2
2024-01-15T04:00:49Z,2,5.414,2
2024-01-15T05:00:49Z,2,5.445,2
2024-01-15T06:00:49Z,2,5.444,2
2024-01-15T07:00:49Z,2,5.471,2
2024-01-15T08:00:49Z,2,5.495,2
2024-01-15T09:00:49Z,2,5.524,2
2024-01-15T10:00:49Z,2,5.516,2
2024-01-15T11:00:49Z,2,5.513,2
2024-01-15T12:00:49Z,2,5.467,2
2024-01-15T13:00:49Z,2,5.519,2
2024-01-15T14:00:49Z,2,5.575,2
2024-01-15T15:00:49Z,2,5.575,2
2024-01-15T16:00:49Z,2,5.564,2
2024-01-15T17:00:49Z,2,5.571,2
2024-01-15T18:00:49Z,2,5.54,2
2024-01-15T19:00:49Z,2,5.554,2
2024-01-15T20:00:49Z,2,5.535,2
2024-01-15T21:00:49Z,2,5.55,2
2024-01-15T22:00:49Z,2,5.534,2
2024-01-15T23:00:49Z,2,5.552,2
2024-01-16T00:00:49Z,2,5.554,2
2024-01-16T01:00:49Z,2,5.572,2
2024-01-16T02:00:49Z,2,5.55,2
2024-01-16T03:00:49Z,2,5.545,2
2024-01-16T04:00:49Z,2,5.556,2
2024-01-16T05:00:49Z,2,5.551,2
2024-01-16T06:00:49Z,2,5.561,2
2024-01-16T07:00:49Z,2,5.55,2
2024-01-16T08:00:49Z,2,5.548,2
2024-01-16T09:00:49Z,2,5.545,2
2024-01-16T10:00:49Z,2,5.578,2
2024-01-16T11:00:49Z,2,5.578,2
2024-01-16T12:00:49Z,2,5.566,2
2024-01-16T13:00:49Z,2,5.571,2
2024-01-16T14:00:49Z,2,5.535,2
2024-01-16T15:00:49Z,2,5.592,2
2024-01-16T16:00:49Z,2,5.626,2
2024-01-16T17:00:49Z,2,5.608,2
2024-01-16T18:00:49Z,2,5.58,2
2024-01-16T19:00:49Z,2,5.557,2
2024-01-16T20:00:49Z,2,5.566,2
2024-01-16T21:00:49Z,2,5.577,2
2024-01-16T22:00:49Z,2,5.561,2
2024-01-16T23:00:49Z,2,5.53,2
2024-01-17T00:00:49Z,2,5.523,2
2024-01-17T01:00:49Z,2,5.527,2
2024-01-17T02:00:49Z,2,5.498,2
2024-01-17T03:00:49Z,2,5.502,2
2024-01-17T04:00:49Z,2,5.517,2
2024-01-17T05:00:49Z,2,5.515,2
2024-01-17T06:00:49Z,2,5.5,2
2024-01-17T07:00:49Z,2,5.465,2
2024-01-17T08:00:49Z,2,5.43,2
2024-01-17T09:00:49Z,2,5.51,2
2024-01-17T10:00:49Z,2,5.485,2
2024-01-17T11:00:49Z,2,5.497,2
2024-01-17T12:00:49Z,2,5.512,2
2024-01-17T13:00:49Z,2,5.486,2
2024-01-17T14:00:49Z,2,5.517,2
2024-01-17T15:00:49Z,2,5.475,2
2024-01-17T16:00:49Z,2,5.482,2
2024-01-17T17:00:49Z,2,5.543,2
2024-01-17T18:00:49Z,2,5.546,2
2024-01-17T19:00:49Z,2,5.532,2
2024-01-17T20:00:49Z,2,5.534,2
2024-01-17T21:00:49Z,2,5.546,2
2024-01-17T22:00:49Z,2,5.529,2
2024-01-17T23:00:49Z,2,5.532,2
2024-01-18T00:00:49Z,2,5.527,2
2024-01-18T01:00:49Z,2,5.521,2
2024-01-18T02:00:49Z,2,5.497,2
2024-01-18T03:00:49Z,2,5.464,2
2024-01-18T04:00:49Z,2,5.468,2
2024-01-18T05:00:49Z,2,5.517,2
2024-01-18T06:00:49Z,2,5.556,2
2024-01-18T07:00:49Z,2,5.535,2
2024-01-18T08:00:49Z,2,5.563,2
2024-01-18T09:00:49Z,2,5.568,2
2024-01-18T10:00:49Z,2,5.582,2
2024-01-18T11:00:49Z,2,5.592,2
2024-01-18T12:00:49Z,2,5.6,2
2024-01-18T13:00:49Z,2,5.61,2
2024-01-18T14:00:49Z,2,5.603,2
2024-01-18T15:00:49Z,2,5.58,2
2024-01-18T16:00:49Z,2,5.538,2
2024-01-18T17:00:49Z,2,5.527,2
2024-01-18T18:00:49Z,2,5.507,2
2024-01-18T19:00:49Z,2,5.534,2
2024-01-18T20:00:49Z,2,5.516,2
2024-01-18T21:00:49Z,2,5.552,2
2024-01-18T22:00:49Z,2,5.563,2
2024-01-18T23:00:49Z,2,5.581,2
2024-01-19T00:00:49Z,2,5.574,2
2024-01-19T01:00:49Z,2,5.561,2
2024-01-19T02:00:49Z,2,5.526,2
2024-01-19T03:00:49Z,2,5.48,2
2024-01-19T04:00:49Z,2,5.551,2
2024-01-19T05:00:49Z,2,5.521,2
2024-01-19T06:00:49Z,2,5.537,2
2024-01-19T07:00:49Z,2,5.592,2
2024-01-19T08:00:49Z,2,5.57,2
2024-01-19T09:00:49Z,2,5.555,2
2024-01-19T10:00:49Z,2,5.542,2
2024-01-19T11:00:49Z,2,5.552,2
2024-01-19T12:00:49Z,2,5.559,2
2024-01-19T13:00:49Z,2,5.564,2
2024-01-19T14:00:49Z,2,5.577,2
2024-01-19T15:00:49Z,2,5.57,2
2024-01-19T16:00:49Z,2,5.57,2
2024-01-19T17:00:49Z,2,5.581,2
2024-01-19T18:00:49Z,2,5.581,2
2024-01-19T19:00:49Z,2,5.578,2
2024-01-19T20:00:49Z,2,5.59,2
2024-01-19T21:00:49Z,2,5.602,2
2024-01-19T22:00:49Z,2,5.614,2
2024-01-19T23:00:49Z,2,5.618,2
2024-01-20T00:00:49Z,2,5.645,2
2024-01-20T01:00:49Z,2,5.632,2
2024-01-20T02:00:49Z,2,5.632,2
2024-01-20T03:00:49Z,2,5.631,2
2024-01-20T04:00:49Z,2,5.595,2
2024-01-20T05:00:49Z,2,5.604,2
2024-01-20T06:00:49Z,2,5.605,2
2024-01-20T07:00:49Z,2,5.582,2
2024-01-20T08:00:49Z,2,5.587,2
2024-01-20T09:00:49Z,2,5.599,2
2024-01-20T10:00:49Z,2,5.582,2
2024-01-20T11:00:49Z,2,5.586,2
2024-01-20T12:00:49Z,2,5.614,2
2024-01-20T13:00:49Z,2,5.609,2
2024-01-20T14:00:49Z,2,5.598,2
2024-01-20T15:00:49Z,2,5.595,2
2024-01-20T16:00:49Z,2,5.621,2
2024-01-20T17:00:49Z,2,5.625,2
2024-01-20T18:00:49Z,2,5.611,2
2024-01-20T19:00:49Z,2,5.608,2
2024-01-20T20:00:49Z,2,5.616,2
2024-01-20T21:00:49Z,2,5.643,2
2024-01-20T22:00:49Z,2,5.622,2
2024-01-20T23:00:49Z,2,5.626,2
2024-01-21T00:00:49Z,2,5.593,2
2024-01-21T01:00:49Z,2,5.603,2
2024-01-21T02:00:49Z,2,5.605,2
2024-01-21T03:00:49Z,2,5.593,2
2024-01-21T04:00:49Z,2,5.636,2
2024-01-21T05:00:49Z,2,5.62,2
2024-01-21T06:00:49Z,2,5.602,2
2024-01-21T07:00:49Z,2,5.628,2
2024-01-21T08:00:49Z,2,5.608,2
2024-01-21T09:00:49Z,2,5.618,2
2024-01-21T10:00:49Z,2,5.644,2
2024-01-21T11:00:49Z,2,5.64,2
2024-01-21T12:00:49Z,2,5.632,2
2024-01-21T13:00:49Z,2,5.656,2
2024-01-21T14:00:49Z,2,5.658,2
2024-01-21T15:00:49Z,2,5.616,2
2024-01-21T16:00:49Z,2,5.621,2
2024-01-21T17:00:49Z,2,5.625,2
2024-01-21T18:00:49Z,2,5.634,2
2024-01-21T19:00:49Z,2,5.654,2
2024-01-21T20:00:49Z,2,5.645,2
2024-01-21T21:00:49Z,2,5.636,2
2024-01-21T22:00:49Z,2,5.664,2
2024-01-21T23:00:49Z,2,5.645,2
2024-01-22T00:00:49Z,2,5.611,2
2024-01-22T01:00:49Z,2,5.601,2
2024-01-22T02:00:49Z,2,5.567,2
2024-01-22T03:00:49Z,2,5.523,2
2024-01-22T04:00:49Z,2,5.564,2
2024-01-22T05:00:49Z,2,5.604,2
2024-01-22T06:00:49Z,2,5.579,2
2024-01-22T07:00:49Z,2,5.531,2
2024-01-22T08:00:49Z,2,5.496,2
2024-01-22T09:00:49Z,2,5.479,2
2024-01-22T10:00:49Z,2,5.456,2
2024-01-22T11:00:49Z,2,5.484,2
2024-01-22T12:00:49Z,2,5.513,2
2024-01-22T13:00:49Z,2,5.515,2
2024-01-22T14:00:49Z,2,5.707,2
2024-01-22T15:00:49Z,2,5.707,2
2024-01-22T16:00:49Z,2,5.677,2
2024-01-22T17:00:49Z,2,5.596,2
2024-01-22T18:00:49Z,2,5.56,2
2024-01-22T19:00:49Z,2,5.637,2
2024-01-22T20:00:49Z,2,5.624,2
2024-01-22T21:00:49Z,2,5.644,2
2024-01-22T22:00:49Z,2,5.682,2
2024-01-22T23:00:49Z,2,5.699,2
2024-01-23T00:00:49Z,2,5.691,2
2024-01-23T01:00:49Z,2,5.695,2
2024-01-23T02:00:49Z,2,5.685,2
2024-01-23T03:00:49Z,2,5.703,2
2024-01-23T04:00:49Z,2,5.695,2
2024-01-23T05:00:49Z,2,5.695,2
2024-01-23T06:00:49Z,2,5.696,2
2024-01-23T07:00:49Z,2,5.664,2
2024-01-23T08:00:49Z,2,5.682,2
2024-01-23T09:00:49Z,2,5.693,2
2024-01-23T10:00:49Z,2,5.702,2
2024-01-23T11:00:49Z,2,5.725,2
2024-01-23T12:00:49Z,2,5.716,2
2024-01-23T13:00:49Z,2,5.724,2
2024-01-23T14:00:49Z,2,5.738,2
2024-01-23T15:00:49Z,2,5.763,2
2024-01-23T16:00:49Z,2,5.742,2
2024-01-23T17:00:49Z,2,5.748,2
2024-01-23T18:00:49Z,2,5.753,2
2024-01-23T19:00:49Z,2,5.764,2
2024-01-23T20:00:49Z,2,5.788,2
2024-01-23T21:00:49Z,2,5.779,2
2024-01-23T22:00:49Z,2,5.756,2
2024-01-23T23:00:49Z,2,5.768,2
2024-01-24T00:00:49Z,2,5.734,2
2024-01-24T01:00:49Z,2,5.741,2
2024-01-24T02:00:49Z,2,5.714,2
2024-01-24T03:00:49Z,2,5.717,2
2024-01-24T04:00:49Z,2,5.712,2
2024-01-24T05:00:49Z,2,5.691,2
2024-01-24T06:00:49Z,2,5.709,2
2024-01-24T07:00:49Z,2,5.686,2
2024-01-24T08:00:49Z,2,5.702,2
2024-01-24T09:00:49Z,2,5.727,2
2024-01-24T10:00:49Z,2,5.717,2
2024-01-24T11:00:49Z,2,5.66,2
2024-01-24T12:00:49Z,2,5.741,2
2024-01-24T13:00:49Z,2,5.753,2
2024-01-24T14:00:49Z,2,5.745,2
2024-01-24T15:00:49Z,2,5.76,2
2024-01-24T16:00:49Z,2,5.777,2
2024-01-24T17:00:49Z,2,5.77,2
2024-01-24T18:00:49Z,2,5.763,2
2024-01-24T19:00:49Z,2,5.769,2
2024-01-24T20:00:49Z,2,5.773,2
2024-01-24T21:00:49Z,2,5.774,2
2024-01-24T22:00:49Z,2,5.73,2
2024-01-24T23:00:49Z,2,5.727,2
2024-01-25T00:00:49Z,2,5.693,2
2024-01-25T01:00:49Z,2,5.708,2
2024-01-25T02:00:49Z,2,5.7,2
2024-01-25T03:00:49Z,2,5.703,2
2024-01-25T04:00:49Z,2,5.703,2
2024-01-25T05:00:49Z,2,5.732,2
2024-01-25T06:00:49Z,2,5.758,2
2024-01-25T07:00:49Z,2,5.755,2
2024-01-25T08:00:49Z,2,5.766,2
2024-01-25T09:00:49Z,2,5.754,2
2024-01-25T10:00:49Z,2,5.76,2
2024-01-25T11:00:49Z,2,5.722,2
2024-01-25T12:00:49Z,2,5.772,2
2024-01-25T13:00:49Z,2,5.767,2
2024-01-25T14:00:49Z,2,5.752,2
2024-01-25T15:00:49Z,2,5.757,2
2024-01-25T16:00:49Z,2,5.75,2
2024-01-25T17:00:49Z,2,5.754,2
2024-01-25T18:00:49Z,2,5.763,2
2024-01-25T19:00:49Z,2,5.752,2
2024-01-25T20:00:49Z,2,5.732,2
2024-01-25T21:00:49Z,2,5.744,2
2024-01-25T22:00:49Z,2,5.753,2
2024-01-25T23:00:49Z,2,5.741,2
2024-01-26T00:00:49Z,2,5.73,2
2024-01-26T01:00:49Z,2,5.713,2
2024-01-26T02:00:49Z,2,5.694,2
2024-01-26T03:00:49Z,2,5.691,2
2024-01-26T04:00:49Z,2,5.689,2
2024-01-26T05:00:49Z,2,5.718,2
2024-01-26T06:00:49Z,2,5.702,2
