date time,SST [degC],Salinity,pCO2 [uatm],DOXY [ml-L],SST [ deg C ] QC Flag,Salinity [ PSU ] QC Flag,pCO2_water_SST_wet [ uatm ] QC Flag,DOXY_1_QC
2024-09-07 08:00:00,26.729,35.442,326.2,4.369,2.0,2.0,2.0,2.0
2024-09-07 12:00:00,26.976,35.421,347.39,4.4350000000000005,2.0,2.0,2.0,2.0
2024-09-07 16:00:00,27.054,35.434,344.604,4.4959999999999996,2.0,2.0,2.0,2.0
2024-09-07 20:00:00,27.078,35.436,385.801,4.3735,2.0,2.0,2.0,2.0
2024-09-08 00:00:00,26.779,35.441,385.789,4.3932,2.0,2.0,2.0,2.0
2024-09-08 04:00:00,26.689,35.458,386.737,4.401,2.0,2.0,2.0,2.0
2024-09-08 08:00:00,26.66,35.458,326.451,4.44425,2.0,2.0,2.0,2.0
2024-09-08 12:00:00,27.083,35.512,327.319,4.484999999999999,2.0,2.0,2.0,2.0
2024-09-08 16:00:00,27.009,35.346,372.635,4.48,2.0,2.0,2.0,2.0
2024-09-08 20:00:00,26.645,35.354,381.63,4.381,2.0,2.0,2.0,2.0
2024-09-09 00:00:00,26.375,35.106,378.596,4.4064,2.0,2.0,2.0,2.0
2024-09-09 04:00:00,26.332,35.115,379.331,4.39675,2.0,2.0,2.0,2.0
2024-09-09 08:00:00,26.388,35.12,358.259,4.42975,2.0,2.0,2.0,2.0
2024-09-09 12:00:00,26.513,35.001,337.482,4.45575,2.0,2.0,2.0,2.0
2024-09-09 16:00:00,26.774,34.695,339.801,4.47825,2.0,2.0,2.0,2.0
2024-09-09 20:00:00,26.299,35.43,373.114,4.52025,2.0,2.0,2.0,2.0
2024-09-10 00:00:00,25.611,36.067,402.262,4.5656,2.0,2.0,2.0,2.0
2024-09-10 04:00:00,26.022,35.644,385.353,4.525,2.0,2.0,2.0,2.0
2024-09-10 08:00:00,25.701,35.576,348.84,4.465333333333334,2.0,2.0,2.0,2.0
2024-09-10 12:00:00,26.098,35.283,346.76,4.50225,2.0,2.0,2.0,2.0
2024-09-10 16:00:00,26.317,35.422,357.147,4.515750000000001,2.0,2.0,2.0,2.0
2024-09-10 20:00:00,,,,4.46325,,,,2.0
2024-09-11 00:00:00,25.881,35.45,375.044,4.434,2.0,2.0,2.0,2.0
2024-09-11 04:00:00,25.713,35.438,369.692,4.445,2.0,2.0,2.0,2.0
2024-09-11 08:00:00,25.672,35.429,347.005,4.446,2.0,2.0,2.0,2.0
2024-09-11 12:00:00,25.88,35.386,339.488,4.535,2.0,2.0,2.0,2.0
2024-09-11 16:00:00,25.813,35.455,349.693,4.582,2.0,2.0,2.0,2.0
2024-09-11 20:00:00,25.622,35.497,367.578,4.5665,2.0,2.0,2.0,2.0
2024-09-12 00:00:00,25.404,35.434,366.785,4.574599999999999,2.0,2.0,2.0,2.0
2024-09-12 04:00:00,25.38,35.586,370.729,4.5120000000000005,2.0,2.0,2.0,2.0
2024-09-12 08:00:00,25.221,35.426,360.929,4.5142500000000005,2.0,2.0,2.0,2.0
2024-09-12 12:00:00,25.079,35.223,340.211,4.55725,2.0,2.0,2.0,2.0
2024-09-12 16:00:00,25.087,35.236,350.107,4.5809999999999995,2.0,2.0,2.0,2.0
2024-09-12 20:00:00,24.662,35.399,360.138,4.55475,2.0,2.0,2.0,2.0
2024-09-13 00:00:00,24.54,35.721,379.763,4.3946,2.0,2.0,2.0,2.0
2024-09-13 04:00:00,24.433,35.765,398.825,4.048,2.0,2.0,2.0,2.0
2024-09-13 08:00:00,24.435,35.95,399.833,4.09025,2.0,2.0,2.0,2.0
2024-09-13 12:00:00,24.084,36.045,387.407,4.2935,2.0,2.0,2.0,2.0
2024-09-13 16:00:00,24.169,35.871,378.349,4.41975,2.0,2.0,2.0,2.0
2024-09-13 20:00:00,24.319,35.797,387.559,4.44725,2.0,2.0,2.0,2.0
2024-09-14 00:00:00,24.191,35.826,391.078,4.4284,2.0,2.0,2.0,2.0
2024-09-14 04:00:00,24.035,35.622,384.273,4.388333333333333,2.0,2.0,2.0,2.0
2024-09-14 08:00:00,23.919,35.616,365.479,4.4345,2.0,2.0,2.0,2.0
2024-09-14 12:00:00,24.172,34.738,365.58,4.537,2.0,2.0,2.0,2.0
2024-09-14 16:00:00,23.275,32.921,397.473,4.53275,2.0,2.0,2.0,2.0
2024-09-14 20:00:00,23.196,35.462,399.834,4.47275,2.0,2.0,2.0,2.0
2024-09-15 00:00:00,23.828,35.522,387.635,4.4484,2.0,2.0,2.0,2.0
2024-09-15 04:00:00,23.003,34.107,383.391,4.418,2.0,2.0,2.0,2.0
2024-09-15 08:00:00,22.725,34.456,370.228,4.44425,2.0,2.0,2.0,2.0
2024-09-15 12:00:00,22.657,34.417,346.658,4.69375,2.0,2.0,2.0,2.0
2024-09-15 16:00:00,22.944,34.686,353.714,4.70875,2.0,2.0,2.0,2.0
2024-09-15 20:00:00,22.777,34.774,362.988,4.6434999999999995,2.0,2.0,2.0,2.0
2024-09-16 00:00:00,23.119,34.949,375.896,4.368,2.0,2.0,2.0,2.0
2024-09-16 04:00:00,23.226,35.34,385.692,4.494,2.0,2.0,2.0,2.0
2024-09-16 08:00:00,23.055,35.177,347.449,4.6555,2.0,2.0,2.0,2.0
2024-09-16 12:00:00,23.042,35.14,350.633,4.68175,2.0,2.0,2.0,2.0
2024-09-16 16:00:00,22.995,35.216,355.521,4.61925,2.0,2.0,2.0,2.0
2024-09-16 20:00:00,23.214,35.547,367.646,4.57625,2.0,2.0,2.0,2.0
2024-09-17 00:00:00,23.047,35.624,369.643,4.5524000000000004,2.0,2.0,2.0,2.0
2024-09-17 04:00:00,23.23,35.51,379.028,4.46425,2.0,2.0,2.0,2.0
2024-09-17 08:00:00,23.269,35.512,356.361,4.46125,2.0,2.0,2.0,2.0
2024-09-17 12:00:00,23.122,35.822,393.481,4.25125,2.0,2.0,2.0,2.0
2024-09-17 16:00:00,22.73,36.155,439.227,4.2517499999999995,2.0,2.0,2.0,2.0
2024-09-17 20:00:00,22.454,36.346,462.908,4.1575,2.0,2.0,2.0,2.0
2024-09-18 00:00:00,22.472,36.202,449.442,4.2219999999999995,2.0,2.0,2.0,2.0
2024-09-18 04:00:00,22.394,36.041,425.845,4.33775,2.0,2.0,2.0,2.0
2024-09-18 08:00:00,22.099,35.967,399.105,4.30125,2.0,2.0,2.0,2.0
2024-09-18 12:00:00,22.161,36.307,444.141,4.09375,2.0,2.0,2.0,2.0
2024-09-18 16:00:00,21.936,36.764,491.928,3.7625,2.0,2.0,2.0,2.0
2024-09-18 20:00:00,21.918,36.574,463.249,3.79975,2.0,2.0,2.0,2.0
2024-09-19 00:00:00,21.736,36.48,454.468,3.7168,2.0,2.0,2.0,2.0
2024-09-19 04:00:00,21.551,37.057,549.34,3.713,2.0,2.0,2.0,2.0
2024-09-19 08:00:00,21.015,37.481,560.128,4.04175,2.0,2.0,2.0,2.0
2024-09-19 12:00:00,21.606,36.699,442.447,4.34025,2.0,2.0,2.0,2.0
2024-09-19 16:00:00,21.092,37.503,525.748,4.19525,2.0,2.0,2.0,2.0
2024-09-19 20:00:00,21.115,37.502,523.366,4.0962499999999995,2.0,2.0,2.0,2.0
2024-09-20 00:00:00,20.931,37.443,461.108,4.2554,2.0,2.0,2.0,2.0
2024-09-20 04:00:00,21.299,36.448,408.326,4.473,2.0,2.0,2.0,2.0
2024-09-20 08:00:00,21.468,35.916,419.052,4.40975,2.0,2.0,2.0,2.0
2024-09-20 12:00:00,21.307,36.262,395.172,4.5489999999999995,2.0,2.0,2.0,2.0
2024-09-20 16:00:00,20.908,37.102,459.352,4.43525,2.0,2.0,2.0,2.0
2024-09-20 20:00:00,20.596,37.617,529.898,4.3075,2.0,2.0,2.0,2.0
2024-09-21 00:00:00,20.467,37.592,531.978,4.381600000000001,2.0,2.0,2.0,2.0
2024-09-21 04:00:00,20.754,36.796,461.646,4.439,2.0,2.0,2.0,2.0
2024-09-21 08:00:00,20.73,37.442,496.423,4.308,2.0,2.0,2.0,2.0
2024-09-21 12:00:00,20.718,37.645,527.478,4.32,2.0,2.0,2.0,2.0
2024-09-21 16:00:00,21.055,37.273,480.267,4.5885,2.0,2.0,2.0,2.0
2024-09-21 20:00:00,20.854,37.498,523.795,4.2805,2.0,2.0,2.0,2.0
2024-09-22 00:00:00,20.435,37.801,585.794,4.0966000000000005,2.0,2.0,2.0,2.0
2024-09-22 04:00:00,20.342,37.821,592.635,4.13475,2.0,2.0,2.0,2.0
2024-09-22 08:00:00,20.27,37.846,560.72,4.29225,2.0,2.0,2.0,2.0
2024-09-22 12:00:00,20.901,37.563,525.469,4.3675,2.0,2.0,2.0,2.0
2024-09-22 16:00:00,20.632,37.757,525.788,4.406,2.0,2.0,2.0,2.0
2024-09-22 20:00:00,20.762,37.792,540.022,4.51375,2.0,2.0,2.0,2.0
2024-09-23 00:00:00,20.544,37.67,498.624,4.5588,2.0,2.0,2.0,2.0
2024-09-23 04:00:00,20.388,37.665,498.905,4.5465,2.0,2.0,2.0,2.0
2024-09-23 08:00:00,20.474,37.675,462.129,4.64725,2.0,2.0,2.0,2.0
2024-09-23 12:00:00,20.846,37.421,475.49,4.6255,2.0,2.0,2.0,2.0
2024-09-23 16:00:00,20.746,37.622,478.01,4.76125,2.0,2.0,2.0,2.0
2024-09-23 20:00:00,20.685,37.593,480.746,4.7675,2.0,2.0,2.0,2.0
2024-09-24 00:00:00,20.756,37.575,488.846,4.7646,2.0,2.0,2.0,2.0
2024-09-24 04:00:00,20.623,37.182,479.648,4.7475000000000005,2.0,2.0,2.0,2.0
2024-09-24 08:00:00,20.622,37.438,479.927,4.7785,2.0,2.0,2.0,2.0
2024-09-24 12:00:00,20.789,36.273,424.376,4.8405000000000005,2.0,2.0,2.0,2.0
2024-09-24 16:00:00,20.845,36.366,436.331,4.84025,2.0,2.0,2.0,2.0
2024-09-24 20:00:00,20.72,36.692,450.973,4.88325,2.0,2.0,2.0,2.0
2024-09-25 00:00:00,20.566,36.288,436.904,4.8376,2.0,2.0,2.0,2.0
2024-09-25 04:00:00,20.759,35.877,436.426,4.79675,2.0,2.0,2.0,2.0
2024-09-25 08:00:00,20.529,36.63,416.156,4.81675,2.0,2.0,2.0,2.0
2024-09-25 12:00:00,20.799,36.902,432.319,4.8365,2.0,2.0,2.0,2.0
2024-09-25 16:00:00,21.282,36.723,447.331,4.8955,2.0,2.0,2.0,2.0
2024-09-25 20:00:00,21.162,36.507,440.055,4.84375,2.0,2.0,2.0,2.0
2024-09-26 00:00:00,21.028,36.546,442.923,4.8306,2.0,2.0,2.0,2.0
2024-09-26 04:00:00,21.197,35.949,447.747,4.808249999999999,2.0,2.0,2.0,2.0
2024-09-26 08:00:00,20.904,34.869,442.114,4.85175,2.0,2.0,2.0,2.0
2024-09-26 12:00:00,21.085,35.961,434.793,4.8995,2.0,2.0,2.0,2.0
2024-09-26 16:00:00,20.984,35.251,437.54,4.888,2.0,2.0,2.0,2.0
2024-09-26 20:00:00,20.925,35.097,441.375,4.8825,2.0,2.0,2.0,2.0
2024-09-27 00:00:00,20.892,34.985,442.523,4.8696,2.0,2.0,2.0,2.0
2024-09-27 04:00:00,20.917,35.398,441.025,4.83225,2.0,2.0,2.0,2.0
2024-09-27 08:00:00,20.887,35.341,445.08,4.83975,2.0,2.0,2.0,2.0
2024-09-27 12:00:00,20.911,35.452,438.998,4.8455,2.0,2.0,2.0,2.0
2024-09-27 16:00:00,20.928,35.589,444.341,4.8445,2.0,2.0,2.0,2.0
2024-09-27 20:00:00,20.914,35.788,437.871,4.8045,2.0,2.0,2.0,2.0
2024-09-28 00:00:00,20.92,36.169,443.184,4.7384,2.0,2.0,2.0,2.0
2024-09-28 04:00:00,20.851,36.097,441.21,4.67975,2.0,2.0,2.0,2.0
2024-09-28 08:00:00,20.95,36.38,438.14,4.6925,2.0,2.0,2.0,2.0
2024-09-28 12:00:00,21.068,36.545,446.698,4.7815,2.0,2.0,2.0,2.0
2024-09-28 16:00:00,20.902,36.671,426.383,4.85825,2.0,2.0,2.0,2.0
2024-09-28 20:00:00,20.835,36.807,433.914,4.74475,2.0,2.0,2.0,2.0
2024-09-29 00:00:00,20.804,36.861,450.56,4.668200000000001,2.0,2.0,2.0,2.0
2024-09-29 04:00:00,20.729,36.768,445.008,4.66075,2.0,2.0,2.0,2.0
2024-09-29 08:00:00,,,,4.693,,,,2.0
2024-09-29 12:00:00,,,,4.7745,,,,2.0
2024-09-29 16:00:00,,,,4.77775,,,,2.0
2024-09-29 20:00:00,,,,4.7205,,,,2.0
2024-09-30 00:00:00,,,,4.618799999999999,,,,2.0
2024-09-30 04:00:00,,,,4.5285,,,,2.0
2024-09-30 08:00:00,,,,4.52825,,,,2.0
2024-09-30 12:00:00,,,,4.7395,,,,2.0
2024-09-30 16:00:00,,,,4.4275,,,,2.0
2024-09-30 20:00:00,,,,4.4175,,,,2.0
2024-10-01 00:00:00,,,,4.4428,,,,2.0
2024-10-01 04:00:00,,,,4.5475,,,,2.0
2024-10-01 08:00:00,,,,4.59225,,,,2.0
2024-10-01 12:00:00,,,,4.69075,,,,2.0
2024-10-01 16:00:00,,,,4.5455,,,,2.0
2024-10-01 20:00:00,,,,4.6145,,,,2.0
2024-10-02 00:00:00,,,,4.5204,,,,2.0
2024-10-02 04:00:00,,,,4.6855,,,,2.0
2024-10-02 08:00:00,,,,4.66325,,,,2.0
2024-10-02 12:00:00,,,,4.7705,,,,2.0
2024-10-02 16:00:00,,,,4.788,,,,2.0
2024-10-02 20:00:00,,,,4.6895,,,,2.0
2024-10-03 00:00:00,,,,4.5054,,,,2.0
2024-10-03 04:00:00,,,,4.32775,,,,2.0
2024-10-03 08:00:00,,,,4.35075,,,,2.0
2024-10-03 12:00:00,20.085,36.109,500.814,4.279,2.0,2.0,2.0,2.0
2024-10-03 16:00:00,,,,4.3085,,,,2.0
2024-10-03 20:00:00,,,,4.33575,,,,2.0
2024-10-04 00:00:00,,,,4.5378,,,,2.0
2024-10-04 04:00:00,,,,4.6745,,,,2.0
2024-10-04 08:00:00,,,,4.69475,,,,2.0
2024-10-04 12:00:00,,,,4.6785,,,,2.0
2024-10-04 16:00:00,,,,4.643,,,,2.0
2024-10-04 20:00:00,,,,4.593999999999999,,,,2.0
2024-10-05 00:00:00,,,,4.6452,,,,2.0
2024-10-05 04:00:00,,,,4.61,,,,2.0
2024-10-05 08:00:00,,,,4.66275,,,,2.0
2024-10-05 12:00:00,,,,4.67675,,,,2.0
2024-10-05 16:00:00,,,,4.66775,,,,2.0
2024-10-05 20:00:00,,,,4.6155,,,,2.0
2024-10-06 00:00:00,,,,4.695600000000001,,,,2.0
2024-10-06 04:00:00,,,,4.637666666666667,,,,2.0
2024-10-06 08:00:00,,,,4.502000000000001,,,,2.0
2024-10-06 12:00:00,,,,4.72175,,,,2.0
2024-10-06 16:00:00,,,,4.781,,,,2.0
2024-10-06 20:00:00,,,,4.5845,,,,2.0
2024-10-07 00:00:00,,,,4.483666666666667,,,,2.0
2024-10-07 04:00:00,19.519,36.302,382.963,4.75425,2.0,2.0,2.0,2.0
2024-10-07 08:00:00,19.54,36.252,373.623,4.823333333333333,2.0,2.0,2.0,2.0
2024-10-07 12:00:00,19.637,36.243,364.621,4.736,2.0,2.0,2.0,2.0
2024-10-07 16:00:00,19.536,36.185,364.557,4.8767499999999995,2.0,2.0,2.0,2.0
2024-10-07 20:00:00,19.507,36.211,364.061,4.85075,2.0,2.0,2.0,2.0
2024-10-08 00:00:00,19.713,36.237,359.488,4.8934,2.0,2.0,2.0,2.0
2024-10-08 04:00:00,19.781,36.273,356.456,4.8614999999999995,2.0,2.0,2.0,2.0
2024-10-08 08:00:00,19.776,36.261,356.437,4.92375,2.0,2.0,2.0,2.0
2024-10-08 12:00:00,19.583,36.145,357.069,4.98675,2.0,2.0,2.0,2.0
2024-10-08 16:00:00,19.394,35.971,361.925,4.963666666666666,2.0,2.0,2.0,2.0
2024-10-08 20:00:00,19.398,35.911,361.882,4.9935,2.0,2.0,2.0,2.0
2024-10-09 00:00:00,19.374,35.823,369.35,5.0136,2.0,2.0,2.0,2.0
2024-10-09 04:00:00,18.898,32.934,415.391,4.99025,2.0,2.0,2.0,2.0
2024-10-09 08:00:00,19.183,35.291,379.996,4.961,2.0,2.0,2.0,2.0
2024-10-09 12:00:00,19.305,35.582,376.638,5.08875,2.0,2.0,2.0,2.0
2024-10-09 16:00:00,19.55,34.862,377.36,5.097,2.0,2.0,2.0,2.0
2024-10-09 20:00:00,19.581,35.166,385.245,5.22,2.0,2.0,2.0,2.0
2024-10-10 00:00:00,18.209,23.919,533.072,5.51525,2.0,2.0,2.0,2.0
2024-10-10 04:00:00,19.068,29.099,478.504,5.13025,2.0,2.0,2.0,2.0
2024-10-10 08:00:00,19.273,32.26,466.506,5.3774999999999995,2.0,2.0,2.0,2.0
2024-10-10 12:00:00,18.374,25.272,480.754,5.4982500000000005,2.0,2.0,2.0,2.0
2024-10-10 16:00:00,18.782,28.567,445.341,5.302,2.0,2.0,2.0,2.0
2024-10-10 20:00:00,18.955,30.279,424.806,5.1485,2.0,2.0,2.0,2.0
2024-10-11 00:00:00,18.994,32.682,398.422,5.0282,2.0,2.0,2.0,2.0
2024-10-11 04:00:00,19.374,35.311,368.769,4.93225,2.0,2.0,2.0,2.0
2024-10-11 08:00:00,19.273,35.034,370.846,5.05475,2.0,2.0,2.0,2.0
2024-10-11 12:00:00,19.395,33.422,399.324,5.13675,2.0,2.0,2.0,2.0
2024-10-11 16:00:00,19.477,34.948,375.342,5.0584999999999996,2.0,2.0,2.0,2.0
2024-10-11 20:00:00,19.279,35.214,365.739,4.93275,2.0,2.0,2.0,2.0
2024-10-12 00:00:00,19.176,35.435,365.879,4.9376,2.0,2.0,2.0,2.0
2024-10-12 04:00:00,19.205,35.674,369.935,4.82175,2.0,2.0,2.0,2.0
2024-10-12 08:00:00,19.311,35.623,389.595,4.8805,2.0,2.0,2.0,2.0
2024-10-12 12:00:00,19.515,35.34,378.767,5.028,2.0,2.0,2.0,2.0
2024-10-12 16:00:00,19.442,35.256,375.893,4.967,2.0,2.0,2.0,2.0
2024-10-12 20:00:00,19.474,35.522,386.285,4.7925,2.0,2.0,2.0,2.0
2024-10-13 00:00:00,19.398,35.607,386.138,4.7414000000000005,2.0,2.0,2.0,2.0
2024-10-13 04:00:00,19.322,35.645,385.529,4.73275,2.0,2.0,2.0,2.0
2024-10-13 08:00:00,19.099,35.252,407.725,4.818,2.0,2.0,2.0,2.0
2024-10-13 12:00:00,19.087,34.432,424.376,5.030749999999999,2.0,2.0,2.0,2.0
2024-10-13 16:00:00,19.023,33.508,414.878,4.91475,2.0,2.0,2.0,2.0
2024-10-13 20:00:00,19.301,35.617,382.926,4.819,2.0,2.0,2.0,2.0
2024-10-14 00:00:00,19.397,35.383,399.394,4.7478,2.0,2.0,2.0,2.0
2024-10-14 04:00:00,19.366,35.446,400.799,4.6995000000000005,2.0,2.0,2.0,2.0
2024-10-14 08:00:00,19.221,35.355,371.092,5.01325,2.0,2.0,2.0,2.0
2024-10-14 12:00:00,18.791,33.627,395.012,5.267,2.0,2.0,2.0,2.0
2024-10-14 16:00:00,18.736,33.283,412.622,4.84925,2.0,2.0,2.0,2.0
2024-10-14 20:00:00,19.486,35.416,406.939,4.76375,2.0,2.0,2.0,2.0
2024-10-15 00:00:00,19.297,35.227,378.393,4.9475999999999996,2.0,2.0,2.0,2.0
2024-10-15 04:00:00,19.331,35.405,377.221,4.6674999999999995,2.0,2.0,2.0,2.0
2024-10-15 08:00:00,19.341,35.373,382.161,5.08575,2.0,2.0,2.0,2.0
2024-10-15 12:00:00,18.822,34.2,395.383,5.1072500000000005,2.0,2.0,2.0,2.0
2024-10-15 16:00:00,19.378,35.211,375.549,5.139,2.0,2.0,2.0,2.0
2024-10-15 20:00:00,19.392,35.246,375.726,5.203250000000001,2.0,2.0,2.0,2.0
2024-10-16 00:00:00,19.221,35.222,377.133,5.0112,2.0,2.0,2.0,2.0
2024-10-16 04:00:00,19.248,35.818,392.287,4.59525,2.0,2.0,2.0,2.0
2024-10-16 08:00:00,19.201,35.992,404.926,4.47325,2.0,2.0,2.0,2.0
2024-10-16 12:00:00,19.302,36.025,415.421,4.5032499999999995,2.0,2.0,2.0,2.0
2024-10-16 16:00:00,19.268,36.051,415.823,4.3405,2.0,2.0,2.0,2.0
2024-10-16 20:00:00,19.293,36.182,449.381,4.22025,2.0,2.0,2.0,2.0
2024-10-17 00:00:00,19.198,35.974,401.977,4.6528,2.0,2.0,2.0,2.0
2024-10-17 04:00:00,19.198,35.919,401.85,4.6555,2.0,2.0,2.0,2.0
2024-10-17 08:00:00,19.151,35.845,385.867,4.805,2.0,2.0,2.0,2.0
2024-10-17 12:00:00,,,,5.2715,,,,2.0
2024-10-17 16:00:00,19.285,35.769,361.009,5.12375,2.0,2.0,2.0,2.0
2024-10-17 20:00:00,19.192,35.857,372.056,4.9435,2.0,2.0,2.0,2.0
2024-10-18 00:00:00,19.147,35.83,372.635,4.9482,2.0,2.0,2.0,2.0
2024-10-18 04:00:00,,,,4.85775,,,,2.0
2024-10-18 08:00:00,19.114,35.948,393.166,4.85225,2.0,2.0,2.0,2.0
2024-10-18 12:00:00,19.179,35.882,376.642,4.8885000000000005,2.0,2.0,2.0,2.0
2024-10-18 16:00:00,19.155,35.905,382.877,4.890000000000001,2.0,2.0,2.0,2.0
2024-10-18 20:00:00,19.151,35.923,384.105,4.82725,2.0,2.0,2.0,2.0
2024-10-19 00:00:00,19.186,35.997,391.292,4.6701999999999995,2.0,2.0,2.0,2.0
2024-10-19 04:00:00,19.137,36.09,413.528,4.529,2.0,2.0,2.0,2.0
2024-10-19 08:00:00,19.163,36.149,402.733,4.5775,2.0,2.0,2.0,2.0
2024-10-19 12:00:00,19.172,36.236,420.231,4.33675,2.0,2.0,2.0,2.0
2024-10-19 16:00:00,19.136,36.353,460.542,4.1945,2.0,2.0,2.0,2.0
2024-10-19 20:00:00,19.092,36.373,462.49,4.255,2.0,2.0,2.0,2.0
2024-10-20 00:00:00,19.012,36.334,453.656,4.3338,2.0,2.0,2.0,2.0
2024-10-20 04:00:00,18.965,36.389,466.912,4.1905,2.0,2.0,2.0,2.0
2024-10-20 08:00:00,19.06,36.389,423.704,4.4985,2.0,2.0,2.0,2.0
2024-10-20 12:00:00,19.199,36.486,432.131,4.544,2.0,2.0,2.0,2.0
2024-10-20 16:00:00,19.401,36.55,413.61,4.54425,2.0,2.0,2.0,2.0
2024-10-20 20:00:00,,,,4.566,,,,2.0
2024-10-21 00:00:00,19.551,36.649,403.804,4.6078,2.0,2.0,2.0,2.0
2024-10-21 04:00:00,19.566,36.66,397.047,4.616,2.0,2.0,2.0,2.0
2024-10-21 08:00:00,19.601,36.688,382.337,4.65175,2.0,2.0,2.0,2.0
2024-10-21 12:00:00,19.791,36.683,378.137,4.7115,2.0,2.0,2.0,2.0
2024-10-21 16:00:00,19.85,36.671,385.45,4.7245,2.0,2.0,2.0,2.0
2024-10-21 20:00:00,19.725,36.662,394.596,4.70925,2.0,2.0,2.0,2.0
2024-10-22 00:00:00,19.628,36.675,389.103,4.6792,2.0,2.0,2.0,2.0
2024-10-22 04:00:00,19.584,36.673,391.794,4.64925,2.0,2.0,2.0,2.0
2024-10-22 08:00:00,19.612,36.69,370.121,4.7227500000000004,2.0,2.0,2.0,2.0
2024-10-22 12:00:00,19.861,36.725,363.082,4.8315,2.0,2.0,2.0,2.0
2024-10-22 16:00:00,19.826,36.683,376.347,4.7985,2.0,2.0,2.0,2.0
2024-10-22 20:00:00,19.191,36.483,427.914,4.5962499999999995,2.0,2.0,2.0,2.0
2024-10-23 00:00:00,19.221,36.555,416.759,4.6476,2.0,2.0,2.0,2.0
2024-10-23 04:00:00,19.281,36.586,415.186,4.57175,2.0,2.0,2.0,2.0
2024-10-23 08:00:00,19.293,36.594,394.628,4.63925,2.0,2.0,2.0,2.0
2024-10-23 12:00:00,19.311,36.602,393.117,4.6365,2.0,2.0,2.0,2.0
2024-10-23 16:00:00,19.361,36.629,414.393,4.58975,2.0,2.0,2.0,2.0
2024-10-23 20:00:00,19.368,36.648,413.404,4.624499999999999,2.0,2.0,2.0,2.0
2024-10-24 00:00:00,19.323,36.644,402.544,4.7010000000000005,2.0,2.0,2.0,2.0
2024-10-24 04:00:00,19.352,36.66,405.37,4.621,2.0,2.0,2.0,2.0
2024-10-24 08:00:00,19.326,36.657,404.632,4.4815000000000005,2.0,2.0,2.0,2.0
2024-10-24 12:00:00,19.313,36.663,401.284,4.65275,2.0,2.0,2.0,2.0
2024-10-24 16:00:00,19.307,36.676,404.231,4.682,2.0,2.0,2.0,2.0
2024-10-24 20:00:00,19.304,36.681,409.097,4.6594999999999995,2.0,2.0,2.0,2.0
2024-10-25 00:00:00,19.297,36.703,418.309,4.6064,2.0,2.0,2.0,2.0
2024-10-25 04:00:00,19.306,36.704,428.658,4.563,2.0,2.0,2.0,2.0
2024-10-25 08:00:00,,,,4.647,,,,2.0
2024-10-25 12:00:00,19.385,36.726,377.797,4.75075,2.0,2.0,2.0,2.0
2024-10-25 16:00:00,19.474,36.719,401.93,4.78925,2.0,2.0,2.0,2.0
2024-10-25 20:00:00,19.433,36.733,415.611,4.7002500000000005,2.0,2.0,2.0,2.0
2024-10-26 00:00:00,19.41,36.73,420.379,4.7074,2.0,2.0,2.0,2.0
2024-10-26 04:00:00,19.421,36.734,411.493,4.7645,2.0,2.0,2.0,2.0
2024-10-26 08:00:00,19.361,36.605,374.756,4.81925,2.0,2.0,2.0,2.0
2024-10-26 12:00:00,19.571,36.653,356.608,4.9055,2.0,2.0,2.0,2.0
2024-10-26 16:00:00,19.735,36.702,388.34,4.901,2.0,2.0,2.0,2.0
2024-10-26 20:00:00,19.564,36.712,391.008,4.86825,2.0,2.0,2.0,2.0
2024-10-27 00:00:00,19.61,36.725,392.837,4.8718,2.0,2.0,2.0,2.0
2024-10-27 04:00:00,19.519,36.681,395.071,4.861,2.0,2.0,2.0,2.0
2024-10-27 08:00:00,19.512,36.68,371.249,4.8447499999999994,2.0,2.0,2.0,2.0
2024-10-27 12:00:00,19.527,36.708,356.864,4.9205,2.0,2.0,2.0,2.0
2024-10-27 16:00:00,19.483,36.699,391.647,4.9505,2.0,2.0,2.0,2.0
2024-10-27 20:00:00,19.455,36.708,392.483,4.692,2.0,2.0,2.0,2.0
2024-10-28 00:00:00,19.181,36.624,405.964,4.7514,2.0,2.0,2.0,2.0
2024-10-28 04:00:00,,,,4.63525,,,,2.0
2024-10-28 08:00:00,19.027,36.578,400.337,4.5435,2.0,2.0,2.0,2.0
2024-10-28 12:00:00,19.077,36.564,366.306,4.813000000000001,2.0,2.0,2.0,2.0
2024-10-28 16:00:00,19.302,36.598,387.964,4.92525,2.0,2.0,2.0,2.0
2024-10-28 20:00:00,19.073,36.579,410.943,4.8035,2.0,2.0,2.0,2.0
2024-10-29 00:00:00,19.135,36.643,415.705,4.763,2.0,2.0,2.0,2.0
2024-10-29 04:00:00,,,,4.75975,,,,2.0
2024-10-29 08:00:00,19.225,36.713,377.881,4.7225,2.0,2.0,2.0,2.0
2024-10-29 12:00:00,19.415,36.714,367.923,4.854,2.0,2.0,2.0,2.0
2024-10-29 16:00:00,19.432,36.718,400.374,4.8965,2.0,2.0,2.0,2.0
2024-10-29 20:00:00,19.284,36.731,403.946,4.81675,2.0,2.0,2.0,2.0
2024-10-30 00:00:00,19.217,36.735,414.085,4.7248,2.0,2.0,2.0,2.0
2024-10-30 04:00:00,19.203,36.77,413.211,4.66425,2.0,2.0,2.0,2.0
2024-10-30 08:00:00,19.263,36.798,372.135,4.83225,2.0,2.0,2.0,2.0
